11.8418474970,16.8434370643,30.9158281534,51.1001204614,61.7449556552,58.9528442669,59.1870307961,85.7802393191,131.4130271979,104.8638478993,128.4744827495,173.3830310226,139.7706318277,145.5806474631,136.7233398835,125.0425595570,128.9088351335,165.0983950668,285.2873335093,173.4659521493
9.4227524178,12.2225407516,21.1022658540,36.3454986870,40.7078224090,37.9124211479,48.5132642878,61.4667572269,82.9106070113,84.8421294845,97.7329098924,108.9698936785,96.2745102933,98.8301792677,90.7620497899,97.6938775374,95.7094467157,147.4701347657,200.9947228600,127.6074271920
6.9167203747,9.8086152302,20.9487653602,28.0914353663,34.5200604937,28.7105279156,42.7047651441,47.9260893131,67.4109445087,65.3929962852,68.2094577567,82.0187822880,83.7583156453,80.0533162192,80.2895096313,82.9765160680,79.6736853880,119.6522908323,107.0598921908,115.2803767199
5.8187761669,8.2986352963,15.3919819440,18.6244817272,26.3159918398,26.5554464962,32.9286561163,39.4316371922,42.6166709657,51.6652879424,52.3845953411,62.6278602678,64.2954188938,66.5612434559,62.4187671565,69.6888053518,55.7711812479,87.6868478480,99.6486997603,84.9372960902
5.3770690486,6.9197243131,13.2540538003,13.5044509690,26.2536884768,24.3843523507,32.3431907069,34.6588360162,40.4624408047,45.4087993864,50.6194090821,48.9058789251,52.3497764055,51.6847981503,55.0453464480,66.9974189101,54.1348944711,75.8679013093,82.3519510717,75.0655064919
4.4494873023,6.9956708291,10.9279027220,14.1733896860,20.2924110097,20.1948234398,25.5583223305,31.4412521648,34.5496459097,40.5486516368,41.9782028150,47.4121237679,50.5330678632,46.2656496151,50.7967249622,54.9992582440,51.9540129962,71.1182454497,73.9657735873,68.3703217293
4.5796960215,6.0638034849,10.7431088212,11.8291253663,19.4290026883,19.7776911618,25.8306675492,27.9433640484,30.5731631887,38.8969567388,36.5333614219,35.7632019081,45.0956198050,45.4912383908,44.2369403481,51.9802122790,45.9021600762,63.3293847567,67.3008439663,60.4977658060
3.6712441005,6.3073820067,8.7200302894,11.3015888617,16.6363949288,17.3796824201,20.1777675354,26.2477686788,26.9998546664,32.7679995907,34.2007630334,32.8722283012,39.0630372938,40.0275977786,39.6433299771,46.6192206353,40.6162151412,56.8402085065,56.1297016891,53.0637265464
3.6855050575,5.1870512220,9.3452696311,10.2049357249,16.2781666597,15.4732131807,18.5162257556,24.0614945760,26.8489522100,33.0766924545,30.3071624398,31.7697293922,36.3367314820,35.2537203031,40.7010530756,42.9188268281,38.7109884779,50.7627332595,62.7911754514,48.9702743810
3.5375792342,4.7221151947,7.6514588994,9.1365268765,14.7154535944,15.1536437719,17.9713667952,21.2436757503,21.2098544638,28.2374701788,27.7326626607,29.0011955632,33.0391347653,32.4154708616,33.6275766369,39.4100817727,36.1636394933,48.2593258831,46.2831025383,45.5416222941
3.4008349720,4.7623596239,6.7389906215,8.7081858693,13.9610822596,13.8579036545,15.9957146582,20.1616346662,20.9505623980,25.3342355374,26.0117098130,27.5765330794,31.1465968067,28.7483327925,30.0476734253,37.0386903731,35.1886146545,44.6508551718,44.1125884820,41.1914255587
2.8860948168,4.5910995987,6.6594985718,8.5491285180,12.2477505399,12.9534107241,15.6026230242,18.7334168551,20.1331852109,24.4306532414,23.1286956083,27.3558168184,29.3633662525,28.1596395084,31.8556357327,32.6816885649,33.8677832762,37.8721052379,43.6939716513,39.7221077900
3.0639404784,4.3420962637,6.3776625175,7.9556279934,12.3364171456,11.8963550025,15.2577876113,18.6089686620,20.2661937129,23.8227374543,20.9755718667,24.1547127479,29.1571576017,25.4326986329,27.8438012719,31.8447195443,30.7469890211,38.3501501047,38.3787636370,37.2376220594
2.9603210212,4.0161591659,6.2465480729,7.1792193464,11.0402758476,11.8560321035,14.0330660929,16.7310453810,18.2732173984,23.1572581105,22.9008185683,23.5029995685,26.0749256432,26.5584192578,26.7856752221,30.6167259201,27.6051429123,35.1632948353,35.7988044395,36.6647469708
2.5265044072,3.9141666400,5.5588461694,7.2141053457,10.7242494812,11.0764981603,12.9439476403,15.9892279520,17.1350893393,19.2747991951,20.7186188057,22.9812807014,24.5562704043,23.0839217123,24.8057084053,29.2727881527,27.8092408562,33.7195667767,33.8922188201,34.1131604775
2.5578637839,3.6425359501,5.1362586899,7.0930859745,9.8446641407,10.4091823189,12.3435287075,15.1094429801,17.0791557535,18.6774879614,19.8224981488,20.2369100400,23.3117989735,22.7248230154,22.6199798290,26.6965511500,25.7829030133,31.2963949064,33.7371448084,30.8229691320
2.4544524365,3.6329225274,5.0792951041,6.7971125073,9.3469391151,9.9878893116,12.2511825109,13.7495968314,14.9727895454,18.3122092172,17.5142810315,19.0171895955,22.5408683657,21.4039583014,23.0643889078,25.7072869450,25.4041934686,29.4912490034,32.2198310052,30.0694370320
2.3381017362,3.7097611067,5.1078481378,6.3380289359,8.8859567541,9.8178884017,11.2088486004,14.4232275959,14.8730315682,17.3122425207,17.3483619395,18.8223839245,21.6166078837,19.6129256334,23.0370163742,24.6657213709,25.0673262714,26.6350586158,30.9535201844,28.2098027389
2.3352491363,3.4197400718,4.7291575297,5.9452435253,8.6151273892,9.0632905663,11.2050629903,12.6977779649,15.1032150252,16.7257423344,16.0636508396,17.7940680750,20.5862480808,19.7726552754,20.3172035360,22.4632753316,24.6249327045,27.7728808643,30.8041174624,28.1239755657
2.2416952744,3.0922249644,4.5008103779,5.7488333927,8.2356192973,8.7486155205,10.3156625957,11.7182867158,13.6064533351,15.9242492541,16.0888842020,17.5916375054,19.9009358355,19.0487781116,20.1034154474,23.0233654022,22.2500569959,26.1937177202,25.8806119588,27.2857969786
