0.0002607000,0.0001722340,0.0001935300,0.0001376060,0.0001316450
0.0004970050,0.0003990260,0.0004286030,0.0004002800,0.0003637650
0.0008117820,0.0005867430,0.0006007820,0.0005599060,0.0005181460
0.0007088850,0.0006962030,0.0007074340,0.0006905210,0.0006599520
0.0008130460,0.0007953880,0.0007868230,0.0007452930,0.0007256090
0.0009204270,0.0008110290,0.0008493860,0.0008158970,0.0007932010
0.0010128400,0.0008931210,0.0009022780,0.0008847860,0.0008749760
0.0011657400,0.0010951100,0.0010958500,0.0010049600,0.0009881640
0.0012421500,0.0011949400,0.0011958500,0.0011086000,0.0011018800
