0.8980156782,0.9309150702,1.0375418280,1.0518581827,0.9956642165,1.1569952946,1.1505646915,1.1435878613,1.0917489421,1.0189249368,0.8867060264,1.1070147147,1.0740627018,0.9598372175,0.9381794884,0.9378386582,0.9166629084,0.8819000052,0.9106807761,0.8336367861
0.8717492665,0.9430993701,1.0600855354,1.0099823586,1.0099325696,0.9905742031,1.1132982708,1.1478647486,1.0356091582,1.0322721685,0.9766737528,1.0275060517,0.9899500085,0.9924953246,1.0416504701,0.9971115748,0.9852794496,0.9508604081,1.0337491482,0.9865592147
1.1823675050,1.3590398783,1.5633272574,1.5741822150,1.5038672337,1.4929590633,1.6281307589,1.5706238724,1.4167005930,1.4599428101,1.3642370356,1.3898578966,1.3943206433,1.4030457646,1.4992719989,1.4683256829,1.4911795870,1.3916646794,1.3758904393,1.4393969312
1.3055227388,1.8818051850,2.4007923771,2.6785241876,3.0495994633,3.3730655562,3.5679290527,3.7161757935,3.8138450127,4.3678920096,4.3162955385,4.4743607754,4.8819013596,5.1735855526,5.8125397753,5.4204083608,5.7624158673,6.0043652099,6.1460586702,6.4483705023
1.3281165665,1.6672368742,2.0259702980,2.3160259512,2.5785397298,2.7969679380,3.0931504526,3.4841513827,3.8223898416,4.1879427486,4.3606116741,4.6044848899,5.0474524589,5.3381225390,6.0448936131,5.9431425186,6.6468377112,6.8403174533,7.4598817571,7.6942914092
1.3910605552,1.7549352415,2.0303581561,2.1453813164,2.3935484176,2.6256826489,2.9296972045,3.1623669878,3.2262974277,3.5924208284,3.7746075777,3.9690452923,4.2035378055,4.4881748193,4.7451698169,4.9023893386,5.0617745632,5.2483677590,5.5876208709,5.9394820876
1.3829065678,1.8378771408,2.2119679375,2.3920767846,2.7533292417,2.9696221224,3.2917315192,3.2964794838,3.5232479284,3.6981532546,3.9596211467,4.0946176526,4.4605511332,4.7236467254,5.0361105823,5.0642264842,5.2625916066,5.3125444616,5.6291036155,5.9221561993
1.3252418094,1.8110763904,2.1119319452,2.3778097404,2.7197225687,3.1109151812,3.3642509016,3.6736000592,3.8849352572,4.2607435353,4.4783313209,4.6152458178,5.0895502369,5.4156534000,5.6283092955,5.6978899766,6.0851662771,6.2971417375,6.4959866862,6.7251366468
1.3663986491,1.7063568514,2.0432009562,2.3254966440,2.6086375873,2.9092490824,3.1659720946,3.5438474339,3.7457476824,4.0038701237,4.2718588675,4.4891020453,4.8787991333,5.1667775774,5.5469897400,5.7344001114,6.1309493559,6.3810126968,6.7198589652,6.9553108909
1.3561915777,1.6420457981,1.9593346592,2.1996174163,2.5317026967,2.8297346281,2.9355078527,3.3027851777,3.5609165632,3.8553937519,3.9615476401,4.2206713380,4.5627838054,4.8791706084,5.2443508938,5.2784399506,5.6464013600,5.9007965774,6.2887735637,6.3710188546
1.3308862027,1.6716185797,1.9524770443,2.2311375145,2.4969559283,2.7566649325,2.9570757534,3.2030189408,3.3908695206,3.6462939671,3.7056744060,3.9192176892,4.3136236340,4.4117580893,4.7385267693,4.9000746471,5.0036363155,5.4559743683,5.6678653416,5.7814018999
1.3306524126,1.6676224866,1.9372505310,2.1473463709,2.3572542557,2.6869373127,2.9059582817,3.0929786781,3.3066265946,3.5978412774,3.7071798313,3.8702246050,4.2263568308,4.5022506892,4.7070718635,4.8459837583,5.0496681258,5.3257939937,5.6007807006,5.7466755770
1.3290390748,1.5929117770,1.8228185192,2.0669843843,2.3732143519,2.5885302527,2.7854278525,2.9954678671,3.1894045856,3.3766152599,3.5868695457,3.8320418405,4.1518331153,4.4154271675,4.5364413139,4.7790641436,5.0518914382,5.1942474521,5.5561059127,5.6727138395
1.2973730193,1.5813406357,1.8071657788,1.9946519301,2.2821598749,2.4846035564,2.6699729867,2.8641215483,3.0676853138,3.3148137055,3.4286934148,3.6115215683,3.9703955463,4.1633687396,4.3913899791,4.6276231027,4.7898575494,4.9472059233,5.3518240529,5.3205942940
1.3077682192,1.5613749108,1.7964561440,1.9588141311,2.1305693942,2.4342734911,2.5679549659,2.8146568373,2.9683137138,3.1735602302,3.3020873308,3.4863205515,3.8468773500,4.0723251838,4.2612970607,4.4140838381,4.6466739615,4.8300153931,5.0925097517,5.1236890592
1.2796783468,1.5208967118,1.7315221653,1.8883104400,2.1482168292,2.3120925165,2.4439179328,2.7341376674,2.8768209490,3.0931613396,3.2725469302,3.3859237551,3.6482555380,3.8788545814,4.0160449387,4.1835129017,4.4221316010,4.5984823729,4.8013112471,5.0010813734
1.2542478705,1.5264551474,1.7295516695,1.8693061480,2.1064704353,2.3035446617,2.4319616588,2.6470939772,2.7816035529,3.0165279440,3.0380798842,3.2735177690,3.5413101809,3.7734038480,3.9532047292,4.0946233406,4.2205618966,4.4443849685,4.7392577273,4.7815149368
1.2785450922,1.5100223230,1.7109986554,1.8757431905,2.1104217758,2.2741786566,2.3591538139,2.5817454924,2.6889930082,2.9210900695,2.9788544159,3.1317480909,3.3836451480,3.6063945826,3.7790342187,3.8702764274,4.1820681193,4.3171120160,4.5195561156,4.5763898682
1.2734141583,1.4707096811,1.6534196977,1.8585118942,2.0534680341,2.2136689052,2.2684290704,2.5171337972,2.6386576139,2.8354312685,2.9354262889,3.1301997762,3.4211207491,3.5838182985,3.7342968605,3.9221996529,4.0502994544,4.2147261214,4.4489182398,4.5077108648
1.2403794338,1.4673125401,1.6549526379,1.8021779915,2.0131040480,2.2039643394,2.3272720205,2.5215750617,2.5940359155,2.7967317233,2.8815528218,3.0293605302,3.3608226380,3.4950106006,3.6241438538,3.7557957087,3.9925343507,4.0817297109,4.3706697178,4.3095254710
